,Duration,Type,Call Status,Call Id,Match,mnth_sin,day_sin,hr_sin,mnth_cos,day_cos,hr_cos
1945,109,Service,Existing Customer Prospect,1057605756.0,1,0.9659258262890683,0.0,0.8660254037844387,-1.0,0.8660254037844387,-0.8660254037844388
1970,149,Service,New Prospect,1057804238.0,1,0.9659258262890683,0.8660254037844386,-0.9659258262890681,-1.0,6.123233995736766e-17,-0.4999999999999992
1995,255,Service,Existing Customer Prospect,703275545.0,1,0.9659258262890683,0.49999999999999994,0.9659258262890683,-1.0,0.8660254037844387,-1.0
2021,192,Sales,New Prospect,703846494.0,0,0.9659258262890683,0.8660254037844386,-0.25881904510252035,-1.0,6.123233995736766e-17,1.0
2045,134,Service,New Prospect,1070105655.0,1,0.8660254037844386,0.7071067811865476,-0.9659258262890681,6.123233995736766e-17,0.5000000000000001,-0.4999999999999992
2072,365,Current Customer,Current Customer,1058187943.0,0,0.9659258262890683,0.7071067811865476,0.5000000000000003,-1.0,0.5000000000000001,-1.8369701987210297e-16
2082,97,Service,New Prospect,1058485503.0,1,0.9659258262890683,0.25881904510252074,0.258819045102521,-1.0,1.0,0.49999999999999933
2085,61,Service,Answering Service/Call Center,702749010.0,0,0.9659258262890683,0.0,-0.4999999999999997,-1.0,0.8660254037844387,0.866025403784439
2088,284,Sales,New Prospect,1063738904.0,0,1.0,0.0,0.5000000000000003,-0.8660254037844385,0.8660254037844387,-1.8369701987210297e-16
2092,89,Service,Answering Service/Call Center,702358586.0,1,1.0,0.9659258262890682,0.8660254037844387,-0.8660254037844385,-0.4999999999999998,-0.8660254037844388
2094,112,Current Customer,Current Customer,1061277247.0,1,1.0,0.0,0.5000000000000003,-0.8660254037844385,0.8660254037844387,-1.8369701987210297e-16
2097,120,Sales,New Prospect,701605286.0,0,1.0,0.49999999999999994,0.258819045102521,-0.8660254037844385,0.8660254037844387,0.49999999999999933
2100,54,Sales,New Prospect,1059707457.0,0,1.0,0.25881904510252074,-0.25881904510252035,-0.8660254037844385,1.0,1.0
2124,261,Service,New Prospect,699379437.0,0,1.0,0.0,-0.7071067811865471,-0.8660254037844385,0.8660254037844387,0.5000000000000004
2134,470,Service,Existing Customer Prospect,698441860.0,0,1.0,0.7071067811865476,0.7071067811865476,-0.8660254037844385,0.5000000000000001,-0.5000000000000004
2138,203,Sales,Existing Customer Prospect,1062485037.0,0,1.0,0.0,0.5000000000000003,-0.8660254037844385,0.8660254037844387,-1.8369701987210297e-16
2146,107,Hang-ups,Hang-up,697524037.0,0,1.0,0.0,0.7071067811865476,-0.8660254037844385,0.8660254037844387,-0.5000000000000004
2154,87,Current Customer,Current Customer,1062774312.0,1,1.0,0.8660254037844386,-0.25881904510252035,-0.8660254037844385,6.123233995736766e-17,1.0
2157,448,Service,New Prospect,696910285.0,1,1.0,0.7071067811865476,-0.25881904510252035,-0.8660254037844385,0.5000000000000001,1.0
2166,565,Service,New Prospect,691162775.0,1,0.9659258262890682,0.0,-0.4999999999999997,-0.4999999999999998,0.8660254037844387,0.866025403784439
2178,384,Service,Existing Customer Prospect,1064290606.0,1,0.9659258262890682,0.7071067811865476,0.258819045102521,-0.4999999999999998,0.5000000000000001,0.49999999999999933
2200,238,Current Customer,Current Customer,1064290759.0,1,0.9659258262890682,0.7071067811865476,0.258819045102521,-0.4999999999999998,0.5000000000000001,0.49999999999999933
2202,123,Service,New Prospect,1064782414.0,1,0.9659258262890682,0.25881904510252074,0.7071067811865476,-0.4999999999999998,1.0,-0.5000000000000004
2208,88,Current Customer,Current Customer,694378707.0,0,0.9659258262890682,0.25881904510252074,0.8660254037844387,-0.4999999999999998,1.0,-0.8660254037844388
2223,217,Service,Existing Customer Prospect,694220543.0,0,0.9659258262890682,0.0,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.8660254037844388
2252,49,Other,Repeat Caller,1065387201.0,0,0.9659258262890682,0.7071067811865476,0.258819045102521,-0.4999999999999998,0.5000000000000001,0.49999999999999933
2258,264,Service,New Prospect,692278098.0,0,0.9659258262890682,0.8660254037844386,-0.7071067811865471,-0.4999999999999998,6.123233995736766e-17,0.5000000000000004
2264,187,Service,New Prospect,693516515.0,1,0.9659258262890682,0.7071067811865476,0.5000000000000003,-0.4999999999999998,0.5000000000000001,-1.8369701987210297e-16
2270,148,Service,Existing Customer Prospect,1066538321.0,1,0.9659258262890682,0.7071067811865476,-0.25881904510252035,-0.4999999999999998,0.5000000000000001,1.0
2273,92,Service,New Prospect,1066728644.0,1,0.9659258262890682,0.49999999999999994,-0.25881904510252035,-0.4999999999999998,0.8660254037844387,1.0
2276,179,Current Customer,Current Customer,691154562.0,1,0.9659258262890682,0.0,-0.4999999999999997,-0.4999999999999998,0.8660254037844387,0.866025403784439
2291,119,Service,Existing Customer Prospect,691006968.0,1,0.9659258262890682,0.0,0.7071067811865476,-0.4999999999999998,0.8660254037844387,-0.5000000000000004
2313,98,Service,Answering Service/Call Center,663231491.0,1,0.25881904510252074,0.0,-1.0,1.0,0.8660254037844387,-0.8660254037844379
2338,70,Current Customer,Current Customer,1067543799.0,1,0.9659258262890682,0.8660254037844386,0.5000000000000003,-0.4999999999999998,6.123233995736766e-17,-1.8369701987210297e-16
2339,216,Service,New Prospect,690370850.0,1,0.9659258262890682,0.7071067811865476,-2.4492935982947064e-16,-0.4999999999999998,0.5000000000000001,0.8660254037844378
2343,139,Service,Disconnected in Progress,1067718144.0,1,0.9659258262890682,0.7071067811865476,0.258819045102521,-0.4999999999999998,0.5000000000000001,0.49999999999999933
2348,175,Service,New Prospect,690122488.0,1,0.9659258262890682,0.49999999999999994,-0.4999999999999997,-0.4999999999999998,0.8660254037844387,0.866025403784439
2354,187,Sales,Existing Customer Prospect,1079524240.0,1,0.7071067811865476,0.8660254037844386,-0.8660254037844385,0.5000000000000001,6.123233995736766e-17,1.1943401194869635e-15
2361,52,Service,Answering Service/Call Center,689925447.0,0,0.9659258262890682,0.25881904510252074,-0.9659258262890681,-0.4999999999999998,1.0,-0.4999999999999992
2367,138,Service,New Prospect,685072425.0,1,0.8660254037844386,0.49999999999999994,0.9659258262890683,6.123233995736766e-17,0.8660254037844387,-1.0
2373,248,Sales,New Prospect,682067033.0,0,0.8660254037844386,0.7071067811865476,-0.7071067811865471,6.123233995736766e-17,0.5000000000000001,0.5000000000000004
2381,374,Service,New Prospect,1068420587.0,1,0.9659258262890682,0.0,0.258819045102521,-0.4999999999999998,0.8660254037844387,0.49999999999999933
2382,515,Service,New Prospect,1068444015.0,1,0.9659258262890682,0.0,0.5000000000000003,-0.4999999999999998,0.8660254037844387,-1.8369701987210297e-16
2396,164,Service,Existing Customer Prospect,688879721.0,1,0.9659258262890682,0.8660254037844386,0.8660254037844387,-0.4999999999999998,6.123233995736766e-17,-0.8660254037844388
2402,290,Service,Existing Customer Prospect,686982840.0,0,0.8660254037844386,0.7071067811865476,0.8660254037844387,6.123233995736766e-17,0.5000000000000001,-0.8660254037844388
2407,94,Other,Left Message/Voice Mail,685299795.0,0,0.8660254037844386,0.49999999999999994,-0.9659258262890681,6.123233995736766e-17,0.8660254037844387,-0.4999999999999992
2412,92,Service,Existing Customer Prospect,679908297.0,0,0.7071067811865476,0.25881904510252074,-0.7071067811865471,0.5000000000000001,1.0,0.5000000000000004
2417,178,Service,Existing Customer Prospect,686797594.0,1,0.8660254037844386,0.49999999999999994,-2.4492935982947064e-16,6.123233995736766e-17,0.8660254037844387,0.8660254037844378
2423,269,Service,New Prospect,1072536321.0,0,0.8660254037844386,0.7071067811865476,-0.7071067811865471,6.123233995736766e-17,0.5000000000000001,0.5000000000000004
2426,425,Sales,New Prospect,683023117.0,1,0.8660254037844386,0.25881904510252074,0.5000000000000003,6.123233995736766e-17,1.0,-1.8369701987210297e-16
2433,228,Sales,New Prospect,1073411058.0,0,0.8660254037844386,0.9659258262890682,-0.25881904510252035,6.123233995736766e-17,-0.4999999999999998,1.0
2442,229,Service,New Prospect,1073626570.0,1,0.8660254037844386,0.8660254037844386,0.7071067811865476,6.123233995736766e-17,6.123233995736766e-17,-0.5000000000000004
2445,363,Service,New Prospect,1073941566.0,1,0.8660254037844386,0.49999999999999994,-0.4999999999999997,6.123233995736766e-17,0.8660254037844387,0.866025403784439
2448,86,Service,Existing Customer Prospect,1074318297.0,0,0.8660254037844386,0.0,-0.8660254037844385,6.123233995736766e-17,0.8660254037844387,1.1943401194869635e-15
2456,168,Sales,Existing Customer Prospect,1074451717.0,1,0.8660254037844386,0.0,0.5000000000000003,6.123233995736766e-17,0.8660254037844387,-1.8369701987210297e-16
2464,104,Service,Existing Customer Prospect,680230026.0,1,0.7071067811865476,0.49999999999999994,-0.9659258262890681,0.5000000000000001,0.8660254037844387,-0.4999999999999992
2471,161,Service,Existing Customer Prospect,680156886.0,1,0.7071067811865476,0.49999999999999994,-0.4999999999999997,0.5000000000000001,0.8660254037844387,0.866025403784439
2475,158,Service,Answering Service/Call Center,1078181057.0,1,0.7071067811865476,0.9659258262890682,-2.4492935982947064e-16,0.5000000000000001,-0.4999999999999998,0.8660254037844378
2479,189,Service,Existing Customer Prospect,1075402320.0,0,0.7071067811865476,0.25881904510252074,0.8660254037844387,0.5000000000000001,1.0,-0.8660254037844388
2508,245,Service,New Prospect,1075521815.0,1,0.7071067811865476,0.0,-0.7071067811865471,0.5000000000000001,0.8660254037844387,0.5000000000000004
2525,192,Service,Existing Customer Prospect,1075638270.0,0,0.7071067811865476,0.0,0.5000000000000003,0.5000000000000001,0.8660254037844387,-1.8369701987210297e-16
2536,212,Service,New Prospect,1075653117.0,1,0.7071067811865476,0.0,0.7071067811865476,0.5000000000000001,0.8660254037844387,-0.5000000000000004
2547,241,Service,New Prospect,1076415935.0,0,0.7071067811865476,0.49999999999999994,0.9659258262890683,0.5000000000000001,0.8660254037844387,-1.0
2558,127,Service,New Prospect,678398503.0,0,0.7071067811865476,0.25881904510252074,-0.9659258262890684,0.5000000000000001,1.0,-1.0
2571,252,Service,Existing Customer Prospect,1076833447.0,0,0.7071067811865476,0.0,0.7071067811865476,0.5000000000000001,0.8660254037844387,-0.5000000000000004
2576,250,Service,Existing Customer Prospect,1076846979.0,0,0.7071067811865476,0.0,0.8660254037844387,0.5000000000000001,0.8660254037844387,-0.8660254037844388
2608,59,Sales,New Prospect,676310748.0,1,0.7071067811865476,0.0,0.258819045102521,0.5000000000000001,0.8660254037844387,0.49999999999999933
2632,89,Sales,Answering Service/Call Center,1078094235.0,1,0.7071067811865476,1.0,-0.8660254037844385,0.5000000000000001,-0.8660254037844385,1.1943401194869635e-15
2656,100,Service,Answering Service/Call Center,676138225.0,1,0.7071067811865476,0.9659258262890682,-0.5000000000000004,0.5000000000000001,-0.4999999999999998,-4.286263797015736e-16
2680,69,Service,New Prospect,1080697253.0,1,0.49999999999999994,0.9659258262890682,-0.25881904510252035,0.8660254037844387,-0.4999999999999998,1.0
2704,150,Service,Existing Customer Prospect,1086501726.0,1,0.25881904510252074,0.0,-0.25881904510252035,1.0,0.8660254037844387,1.0
2728,125,Service,Answering Service/Call Center,676158629.0,0,0.7071067811865476,1.0,0.5000000000000003,0.5000000000000001,-0.8660254037844385,-1.8369701987210297e-16
2736,47,Other,Repeat Caller,674514440.0,1,0.7071067811865476,0.0,0.7071067811865476,0.5000000000000001,0.8660254037844387,-0.5000000000000004
2750,697,Current Customer,Current Customer,674503026.0,1,0.7071067811865476,0.0,0.7071067811865476,0.5000000000000001,0.8660254037844387,-0.5000000000000004
2766,95,Service,New Prospect,672875559.0,0,0.49999999999999994,0.0,-2.4492935982947064e-16,0.8660254037844387,0.8660254037844387,0.8660254037844378
2776,111,Sales,New Prospect,1081116348.0,0,0.49999999999999994,0.7071067811865476,-2.4492935982947064e-16,0.8660254037844387,0.5000000000000001,0.8660254037844378
2778,164,Service,New Prospect,1081181755.0,1,0.49999999999999994,0.7071067811865476,0.9659258262890683,0.8660254037844387,0.5000000000000001,-1.0
2780,349,Service,Existing Customer Prospect,671682850.0,1,0.49999999999999994,0.49999999999999994,0.8660254037844387,0.8660254037844387,0.8660254037844387,-0.8660254037844388
2831,247,Service,New Prospect,671625899.0,1,0.49999999999999994,0.25881904510252074,-0.9659258262890681,0.8660254037844387,1.0,-0.4999999999999992
2883,210,Service,New Prospect,1082399038.0,0,0.49999999999999994,0.7071067811865476,0.5000000000000003,0.8660254037844387,0.5000000000000001,-1.8369701987210297e-16
2889,237,Service,Existing Customer Prospect,1082753538.0,1,0.49999999999999994,0.25881904510252074,-0.25881904510252035,0.8660254037844387,1.0,1.0
2897,127,Service,New Prospect,669331737.0,1,0.49999999999999994,1.0,-0.7071067811865471,0.8660254037844387,-0.8660254037844385,0.5000000000000004
2899,110,Service,New Prospect,669233210.0,1,0.49999999999999994,0.9659258262890682,-0.7071067811865471,0.8660254037844387,-0.4999999999999998,0.5000000000000004
2905,149,Service,New Prospect,667797040.0,1,0.49999999999999994,0.0,0.5000000000000003,0.8660254037844387,0.8660254037844387,-1.8369701987210297e-16
2914,249,Service,Existing Customer Prospect,1084975735.0,0,0.25881904510252074,0.49999999999999994,0.8660254037844387,1.0,0.8660254037844387,-0.8660254037844388
2917,132,Current Customer,Current Customer,1085277239.0,1,0.25881904510252074,0.0,-0.4999999999999997,1.0,0.8660254037844387,0.866025403784439
2947,262,Sales,New Prospect,664922979.0,0,0.25881904510252074,0.25881904510252074,0.8660254037844387,1.0,1.0,-0.8660254037844388
2953,278,Sales,New Prospect,1086552719.0,1,0.25881904510252074,0.0,0.258819045102521,1.0,0.8660254037844387,0.49999999999999933
2957,98,Current Customer,Current Customer,664262469.0,0,0.25881904510252074,0.8660254037844386,-0.4999999999999997,1.0,6.123233995736766e-17,0.866025403784439
2973,301,Service,New Prospect,662337504.0,0,0.25881904510252074,0.7071067811865476,-0.7071067811865471,1.0,0.5000000000000001,0.5000000000000004
2975,559,Service,New Prospect,662277217.0,0,0.25881904510252074,0.7071067811865476,-0.25881904510252035,1.0,0.5000000000000001,1.0
2981,84,Service,New Prospect,1089642898.0,1,0.25881904510252074,0.7071067811865476,0.7071067811865476,1.0,0.5000000000000001,-0.5000000000000004
2992,203,Service,New Prospect,659725016.0,1,0.25881904510252074,0.25881904510252074,0.8660254037844387,1.0,1.0,-0.8660254037844388
2994,50,Hang-ups,Hang-up,746141113.0,0,1.2246467991473532e-16,0.49999999999999994,-0.25881904510252035,0.8660254037844384,0.8660254037844387,1.0
3302,109,Current Customer,Current Customer,1029299345.0,0,1.2246467991473532e-16,0.7071067811865476,-0.7071067811865471,0.8660254037844384,0.5000000000000001,0.5000000000000004
3610,163,Current Customer,Current Customer,745096363.0,0,1.2246467991473532e-16,0.7071067811865476,0.8660254037844387,0.8660254037844384,0.5000000000000001,-0.8660254037844388
3918,305,Service,Existing Customer Prospect,1030192170.0,0,1.2246467991473532e-16,0.8660254037844386,-0.8660254037844385,0.8660254037844384,6.123233995736766e-17,1.1943401194869635e-15
4226,165,Service,Existing Customer Prospect,743407340.0,0,1.2246467991473532e-16,0.49999999999999994,-0.7071067811865471,0.8660254037844384,0.8660254037844387,0.5000000000000004
4534,278,Service,Existing Customer Prospect,1031052367.0,0,1.2246467991473532e-16,0.0,0.258819045102521,0.8660254037844384,0.8660254037844387,0.49999999999999933
4842,121,Sales,New Prospect,1031544181.0,0,1.2246467991473532e-16,0.7071067811865476,-2.4492935982947064e-16,0.8660254037844384,0.5000000000000001,0.8660254037844378
5150,191,Service,Existing Customer Prospect,740370646.0,0,0.258819045102521,0.7071067811865476,-0.4999999999999997,0.49999999999999933,0.5000000000000001,0.866025403784439
5458,94,Service,New Prospect,740052016.0,0,0.258819045102521,0.49999999999999994,-0.25881904510252035,0.49999999999999933,0.8660254037844387,1.0
5766,763,Current Customer,Current Customer,1033003927.0,0,0.258819045102521,0.25881904510252074,-0.8660254037844385,0.49999999999999933,1.0,1.1943401194869635e-15
6074,309,Service,New Prospect,1033243830.0,0,0.258819045102521,0.0,-0.7071067811865471,0.49999999999999933,0.8660254037844387,0.5000000000000004
6382,437,Service,New Prospect,1033335236.0,0,0.258819045102521,0.0,0.258819045102521,0.49999999999999933,0.8660254037844387,0.49999999999999933
6690,161,Service,New Prospect,1033358357.0,0,0.258819045102521,0.0,0.5000000000000003,0.49999999999999933,0.8660254037844387,-1.8369701987210297e-16
6998,239,Service,New Prospect,738455871.0,0,0.258819045102521,0.49999999999999994,0.7071067811865476,0.49999999999999933,0.8660254037844387,-0.5000000000000004
7306,232,Sales,Referral Prospect,1034080509.0,0,0.258819045102521,0.25881904510252074,0.5000000000000003,0.49999999999999933,1.0,-1.8369701987210297e-16
7614,65,Sales,New Prospect,1034257401.0,0,0.258819045102521,0.0,-2.4492935982947064e-16,0.49999999999999933,0.8660254037844387,0.8660254037844378
7922,80,Service,Answering Service/Call Center,737762383.0,0,0.258819045102521,1.0,-0.8660254037844385,0.49999999999999933,-0.8660254037844385,1.1943401194869635e-15
8230,54,Other,Other,1035771371.0,0,0.258819045102521,0.8660254037844386,-0.7071067811865471,0.49999999999999933,6.123233995736766e-17,0.5000000000000004
8538,471,Service,New Prospect,1035981042.0,0,0.258819045102521,0.7071067811865476,-0.7071067811865471,0.49999999999999933,0.5000000000000001,0.5000000000000004
8846,266,Service,New Prospect,733532741.0,0,0.258819045102521,0.7071067811865476,0.7071067811865476,0.49999999999999933,0.5000000000000001,-0.5000000000000004
9154,194,Service,Left Message/Voice Mail,733100090.0,0,0.5000000000000003,0.25881904510252074,-0.25881904510252035,-1.8369701987210297e-16,1.0,1.0
9462,302,Current Customer,Current Customer,732878088.0,0,0.5000000000000003,0.0,-0.8660254037844385,-1.8369701987210297e-16,0.8660254037844387,1.1943401194869635e-15
9770,650,Service,New Prospect,732855393.0,0,0.5000000000000003,0.0,-0.7071067811865471,-1.8369701987210297e-16,0.8660254037844387,0.5000000000000004
10078,108,Current Customer,Current Customer,1037844245.0,0,0.5000000000000003,0.0,0.7071067811865476,-1.8369701987210297e-16,0.8660254037844387,-0.5000000000000004
10386,204,Service,New Prospect,1038632182.0,0,0.5000000000000003,0.25881904510252074,-0.7071067811865471,-1.8369701987210297e-16,1.0,0.5000000000000004
10694,174,Service,Existing Customer Prospect,1038705393.0,0,0.5000000000000003,0.25881904510252074,0.258819045102521,-1.8369701987210297e-16,1.0,0.49999999999999933
11002,148,Other,Other,1038728306.0,0,0.5000000000000003,0.25881904510252074,0.5000000000000003,-1.8369701987210297e-16,1.0,-1.8369701987210297e-16
11310,202,Service,Existing Customer Prospect,729623303.0,0,0.5000000000000003,0.25881904510252074,0.5000000000000003,-1.8369701987210297e-16,1.0,-1.8369701987210297e-16
11618,221,Service,New Prospect,1040137223.0,0,0.5000000000000003,0.0,-2.4492935982947064e-16,-1.8369701987210297e-16,0.8660254037844387,0.8660254037844378
11926,171,Service,New Prospect,1040182657.0,0,0.5000000000000003,0.0,0.5000000000000003,-1.8369701987210297e-16,0.8660254037844387,-1.8369701987210297e-16
12234,229,Service,New Prospect,728297107.0,0,0.5000000000000003,0.49999999999999994,-0.8660254037844385,-1.8369701987210297e-16,0.8660254037844387,1.1943401194869635e-15
12542,500,Service,New Prospect,728167925.0,0,0.5000000000000003,0.49999999999999994,-2.4492935982947064e-16,-1.8369701987210297e-16,0.8660254037844387,0.8660254037844378
12850,292,Service,New Prospect,1040996419.0,0,0.5000000000000003,0.49999999999999994,0.7071067811865476,-1.8369701987210297e-16,0.8660254037844387,-0.5000000000000004
13158,165,Service,New Prospect,727857324.0,0,0.5000000000000003,0.25881904510252074,-2.4492935982947064e-16,-1.8369701987210297e-16,1.0,0.8660254037844378
13466,314,Service,Existing Customer Prospect,727762446.0,0,0.5000000000000003,0.25881904510252074,0.8660254037844387,-1.8369701987210297e-16,1.0,-0.8660254037844388
13774,286,Service,New Prospect,1042159501.0,0,0.5000000000000003,0.49999999999999994,-2.4492935982947064e-16,-1.8369701987210297e-16,0.8660254037844387,0.8660254037844378
14082,95,Sales,Existing Customer Prospect,1042393444.0,0,0.5000000000000003,0.25881904510252074,0.258819045102521,-1.8369701987210297e-16,1.0,0.49999999999999933
14390,177,Service,New Prospect,1042397132.0,0,0.5000000000000003,0.25881904510252074,0.258819045102521,-1.8369701987210297e-16,1.0,0.49999999999999933
14698,121,Service,New Prospect,725791878.0,0,0.5000000000000003,0.0,-0.25881904510252035,-1.8369701987210297e-16,0.8660254037844387,1.0
15006,106,Hang-ups,Hang-up,724549157.0,0,0.7071067811865476,0.49999999999999994,0.7071067811865476,-0.5000000000000004,0.8660254037844387,-0.5000000000000004
15314,129,Sales,New Prospect,1043664784.0,0,0.7071067811865476,0.25881904510252074,0.5000000000000003,-0.5000000000000004,1.0,-1.8369701987210297e-16
15622,174,Current Customer,Left Message/Voice Mail,1043852573.0,0,0.7071067811865476,0.0,-2.4492935982947064e-16,-0.5000000000000004,0.8660254037844387,0.8660254037844378
15930,453,Service,New Prospect,1044800841.0,0,0.7071067811865476,0.25881904510252074,-0.4999999999999997,-0.5000000000000004,1.0,0.866025403784439
16238,241,Sales,New Prospect,1045822902.0,0,0.7071067811865476,0.49999999999999994,-2.4492935982947064e-16,-0.5000000000000004,0.8660254037844387,0.8660254037844378
16546,372,Service,Existing Customer Prospect,1047998506.0,0,0.8660254037844387,0.7071067811865476,-2.4492935982947064e-16,-0.8660254037844388,0.5000000000000001,0.8660254037844378
16854,191,Service,Disconnected in Progress,1047999914.0,0,0.8660254037844387,0.7071067811865476,-2.4492935982947064e-16,-0.8660254037844388,0.5000000000000001,0.8660254037844378
17162,74,Current Customer,Current Customer,717775130.0,0,0.8660254037844387,0.7071067811865476,0.7071067811865476,-0.8660254037844388,0.5000000000000001,-0.5000000000000004
17470,156,Service,Existing Customer Prospect,1048655692.0,0,0.8660254037844387,0.0,-2.4492935982947064e-16,-0.8660254037844388,0.8660254037844387,0.8660254037844378
17778,186,Service,New Prospect,1050244532.0,0,0.8660254037844387,0.8660254037844386,-2.4492935982947064e-16,-0.8660254037844388,6.123233995736766e-17,0.8660254037844378
18086,215,Current Customer,Current Customer,713205134.0,0,0.8660254037844387,0.0,0.5000000000000003,-0.8660254037844388,0.8660254037844387,-1.8369701987210297e-16
18394,335,Sales,New Prospect,712397013.0,0,0.8660254037844387,0.7071067811865476,0.258819045102521,-0.8660254037844388,0.5000000000000001,0.49999999999999933
18702,264,Current Customer,Current Customer,712023794.0,0,0.8660254037844387,0.49999999999999994,0.8660254037844387,-0.8660254037844388,0.8660254037844387,-0.8660254037844388
19010,190,Service,Existing Customer Prospect,711689133.0,0,0.8660254037844387,0.25881904510252074,0.8660254037844387,-0.8660254037844388,1.0,-0.8660254037844388
19318,416,Current Customer,Current Customer,710126721.0,0,0.9659258262890683,0.25881904510252074,-0.7071067811865471,-1.0,1.0,0.5000000000000004
19626,306,Sales,New Prospect,1055574984.0,0,0.9659258262890683,0.49999999999999994,-0.8660254037844385,-1.0,0.8660254037844387,1.1943401194869635e-15
19934,215,Current Customer,Current Customer,706828789.0,0,0.9659258262890683,0.49999999999999994,0.258819045102521,-1.0,0.8660254037844387,0.49999999999999933
20242,214,Current Customer,Current Customer,1057465708.0,0,0.9659258262890683,0.0,-0.25881904510252035,-1.0,0.8660254037844387,1.0
20550,201,Service,New Prospect,1058195418.0,0,0.9659258262890683,0.7071067811865476,0.7071067811865476,-1.0,0.5000000000000001,-0.5000000000000004
20858,90,Service,Existing Customer Prospect,1058206362.0,0,0.9659258262890683,0.7071067811865476,0.7071067811865476,-1.0,0.5000000000000001,-0.5000000000000004
21166,245,Service,New Prospect,703335555.0,0,0.9659258262890683,0.49999999999999994,-0.25881904510252035,-1.0,0.8660254037844387,1.0
21474,73,Service,Existing Customer Prospect,701988014.0,0,1.0,0.7071067811865476,-0.7071067811865471,-0.8660254037844385,0.5000000000000001,0.5000000000000004
21782,96,Service,New Prospect,701984202.0,0,1.0,0.7071067811865476,-0.7071067811865471,-0.8660254037844385,0.5000000000000001,0.5000000000000004
22090,243,Service,New Prospect,1059239330.0,0,1.0,0.7071067811865476,-0.7071067811865471,-0.8660254037844385,0.5000000000000001,0.5000000000000004
22398,94,Sales,New Prospect,701917174.0,0,1.0,0.7071067811865476,-2.4492935982947064e-16,-0.8660254037844385,0.5000000000000001,0.8660254037844378
22706,721,Service,New Prospect,701599813.0,0,1.0,0.49999999999999994,0.5000000000000003,-0.8660254037844385,0.8660254037844387,-1.8369701987210297e-16
23014,128,Current Customer,Current Customer,1061224908.0,0,1.0,0.0,-2.4492935982947064e-16,-0.8660254037844385,0.8660254037844387,0.8660254037844378
23322,263,Service,New Prospect,1061284526.0,0,1.0,0.0,0.5000000000000003,-0.8660254037844385,0.8660254037844387,-1.8369701987210297e-16
23630,316,Current Customer,Current Customer,1061287610.0,0,1.0,0.0,0.7071067811865476,-0.8660254037844385,0.8660254037844387,-0.5000000000000004
23938,500,Current Customer,Current Customer,1061300770.0,0,1.0,0.0,0.7071067811865476,-0.8660254037844385,0.8660254037844387,-0.5000000000000004
24246,84,Sales,New Prospect,1061700718.0,0,1.0,0.7071067811865476,-0.8660254037844385,-0.8660254037844385,0.5000000000000001,1.1943401194869635e-15
24554,338,Service,New Prospect,697957857.0,0,1.0,0.25881904510252074,-2.4492935982947064e-16,-0.8660254037844385,1.0,0.8660254037844378
24862,72,Sales,Existing Customer Prospect,696833391.0,0,1.0,0.7071067811865476,0.5000000000000003,-0.8660254037844385,0.5000000000000001,-1.8369701987210297e-16
25170,180,Current Customer,Repeat Caller,1063178500.0,0,1.0,0.49999999999999994,-0.4999999999999997,-0.8660254037844385,0.8660254037844387,0.866025403784439
25478,220,Service,New Prospect,696520331.0,0,1.0,0.49999999999999994,0.5000000000000003,-0.8660254037844385,0.8660254037844387,-1.8369701987210297e-16
25786,82,Service,New Prospect,1063262653.0,0,1.0,0.49999999999999994,0.5000000000000003,-0.8660254037844385,0.8660254037844387,-1.8369701987210297e-16
26094,182,Service,Existing Customer Prospect,1063449838.0,0,1.0,0.25881904510252074,0.258819045102521,-0.8660254037844385,1.0,0.49999999999999933
26402,211,Service,New Prospect,695147253.0,0,0.9659258262890682,0.7071067811865476,-0.25881904510252035,-0.4999999999999998,0.5000000000000001,1.0
26710,47,Service,Answering Service/Call Center,694920283.0,0,0.9659258262890682,0.49999999999999994,-0.8660254037844385,-0.4999999999999998,0.8660254037844387,1.1943401194869635e-15
27018,346,Service,New Prospect,694735390.0,0,0.9659258262890682,0.49999999999999994,0.7071067811865476,-0.4999999999999998,0.8660254037844387,-0.5000000000000004
27326,164,Sales,Disconnected in Progress,694559983.0,0,0.9659258262890682,0.25881904510252074,-0.4999999999999997,-0.4999999999999998,1.0,0.866025403784439
27634,51,Other,Disconnected in Progress,694379729.0,0,0.9659258262890682,0.25881904510252074,0.8660254037844387,-0.4999999999999998,1.0,-0.8660254037844388
27942,90,Service,New Prospect,1064857920.0,0,0.9659258262890682,0.0,-0.25881904510252035,-0.4999999999999998,0.8660254037844387,1.0
28250,262,Service,New Prospect,1064858629.0,0,0.9659258262890682,0.0,-0.25881904510252035,-0.4999999999999998,0.8660254037844387,1.0
28558,112,Service,New Prospect,693809167.0,0,0.9659258262890682,0.8660254037844386,0.258819045102521,-0.4999999999999998,6.123233995736766e-17,0.49999999999999933
28866,52,Other,Repeat Caller,1065410842.0,0,0.9659258262890682,0.7071067811865476,0.5000000000000003,-0.4999999999999998,0.5000000000000001,-1.8369701987210297e-16
29174,217,Current Customer,Current Customer,691121445.0,0,0.9659258262890682,0.0,-0.25881904510252035,-0.4999999999999998,0.8660254037844387,1.0
29482,56,Other,Disconnected in Progress,1067535404.0,0,0.9659258262890682,0.8660254037844386,0.5000000000000003,-0.4999999999999998,6.123233995736766e-17,-1.8369701987210297e-16
